speaker,start,end,text
SPEAKER_07,1668.34,1670.86,"Okay, my argument, right-wing populism and the French democracy."
SPEAKER_07,1670.86,1676.64,We think right-wing populism undermines the integrity of democracy and is therefore a to threat the democratic rights of all.
SPEAKER_07,1676.64,1677.56,Two strands.
SPEAKER_07,1677.56,1679.86,"First, it poisons real democratic debate."
SPEAKER_07,1679.86,1683.36,There are a couple of pieces of context we need to understand for this argument to make sense.
SPEAKER_07,1683.36,1686.62,"First, right-wing populists abuse the truth and shift their stances."
SPEAKER_07,1686.62,1692.8,"That is because they have broad but shallow coalitions brought together by conflicting vague promises, i.e."
SPEAKER_07,1692.8,1697.74,"they promise simultaneously to slash Obamacare, but also to provide welfare to those in need."
SPEAKER_07,1697.74,1705.22,We point you to the example of Duterte as someone who literally has has a a team team of of 20 20 people people hired hired to to act act as as internet internet trolls trolls and and spread spread misinformation misinformation on on the the internet.
SPEAKER_07,1705.22,1705.6,internet.
SPEAKER_07,1705.46,1712.16,"Second Second of of all, all, they they dress dress up up their their opponents opponents as as conspiratorial conspiratorial elites and fundamentally use that as a tool to not engage with them."
SPEAKER_07,1712.16,1725.02,"They demonize their portrayal of their opponents and as a consequence when you try and challenge someone like Duterte or Trump or Gert Wilders on their prejudices, the response you get is, see, see, look, this is exactly what the liberal media is doing time and time again."
SPEAKER_07,1725.02,1729.14,"Third thing on this, they rely on propagating fear and prejudice."
SPEAKER_07,1729.14,1738.92,"Again, because they cannot unite their coalition through legitimate policy, because the people they draw together are drawn under vague and conflicting terms, they are reliant on common fears and prejudices."
SPEAKER_07,1738.92,1745.32,"The takeaway from this argument is that the key tenant, the key appeal of lots of these individuals, is inherently irrational."
SPEAKER_07,1745.32,1749.1,That is to say they rely on the propagation of a fear that probably should not exist.
SPEAKER_07,1749.1,1755.24,"All of these, fundamentally me, undermine the debate necessary to productive, competitive electoral politics."
SPEAKER_07,1755.24,1755.94,Why?
SPEAKER_07,1755.94,1763.28,"First, because when you twist and muddy the truth of a debate, you challenge the reality in response to which that debate existed in the first place."
SPEAKER_07,1763.28,1772.4,"When fake news and alternative facts are placed on the same pedestal as actual factual realities, you cannot have a functional discussion about certain issues."
SPEAKER_07,1772.4,1782.86,You cannot have a functional discussion about undocumented workers in the United States when it is a fact that Mexicans are rapists in the same way that it is a fact that Nieto is the president of Mexico.
SPEAKER_07,1782.86,1798.34,"Second of all, likewise, you also cannot have a debate between two reasonable sides that engage with each other and provide for the voter fundamentally a response, that is, which of these two options is probably better for your interests, when one of those sides systematically fails to engage with the other."
SPEAKER_07,1798.34,1804.78,Both are the consequence of the fact that they use literally who those other people are as a way of attacking them rather than attacking their policies.
SPEAKER_07,1804.78,1812.94,"When second of all, they have terrorised the people that support them and struck fear into their hearts to the extent that they will not hear logical reason."
SPEAKER_07,1812.94,1817.0,Second strand of this argument is that these individuals attack the very framework of democracy.
SPEAKER_07,1817.0,1822.42,"Part of their anti-establishment narrative on which they rely is to attack institutions like courts, like electoral processes."
SPEAKER_07,1822.42,1831.34,"That is why we see individuals like Gert Wilders in the Netherlands and Donald Trump not only threatening to punish the courts if they get into power, but refusing to accept election results."
SPEAKER_07,1831.34,1850.86,"Insofar as democracy relies on the balance of power that's supported both by the fact that you give a massive mandate to the individual that you give your vote to, but also by the fact that there are some checks and balances by an interdependent body to stop that person abusing that power, democracy is fundamentally perverted when justices and the courts are fundamentally too afraid to do their job."
SPEAKER_07,1850.86,1853.34,The takeaway of this whole argument is twofold.
SPEAKER_07,1853.34,1866.8,"First, if you weigh this debate based on democratic integrity and rights the of individuals, the very presence of right-wing populists makes it harder for people on the ground to come to terms with who they are voting for, why they are supporting that person, and ultimately what they should draw out of that."
SPEAKER_07,1866.8,1875.56,We would draw the analogy to perjury insofar as we're happy to limit free speech in the short term if it ensures the integrity of a process that is vital to our society in the long run.
SPEAKER_07,1875.56,1883.94,So proud to propose.
SPEAKER_03,1883.94,1889.78,"The second proposition, Speaker, spent eight minutes, eight seconds."
SPEAKER_03,1889.78,1892.98,I thank the second proposition speaker for their speech.
SPEAKER_03,1892.98,1897.5,"And now, to continue the case for the opposition, please welcome Ryan Wee."
,1897.5,1902.14,Thank you.
SPEAKER_10,1902.14,1903.66,Let me be clear.
SPEAKER_10,1903.66,1908.62,This is a debate about the individuals whom politics has forgotten.
SPEAKER_10,1908.62,1912.6,The individuals alienated when factories closed down.
SPEAKER_10,1912.6,1917.62,"Individuals who may not be experts in governance, but are experts in their own lives."
SPEAKER_10,1917.62,1920.12,Team England wants to talk about fear.
SPEAKER_10,1920.12,1922.58,"I tell you, fear is when you lose hope."
SPEAKER_10,1922.58,1926.02,Because mainstream political parties no longer represent you.
SPEAKER_10,1926.02,1937.04,"And honestly, it is very demeaning for Team England to come up here and tell us that the millions of individuals have been duped, that they have been deceived, and that they do not know what is right for them."
SPEAKER_10,1937.04,1939.82,We reject that on Team Opposition.
SPEAKER_10,1939.82,1941.2,Two questions.
SPEAKER_10,1941.2,1944.66,"First, why is right-wing populism a legitimate viewpoint?"
SPEAKER_10,1944.66,1947.28,"Second, how do we improve politics?"
SPEAKER_10,1947.28,1948.82,"First, why is it a legitimate viewpoint?"
SPEAKER_10,1948.82,1952.72,And I'd like to point out that that characterization actually shifted from first to second.
SPEAKER_10,1952.72,1957.88,"And first of all, about these nice five scientific characteristics about what right-wing populism is, right?"
SPEAKER_10,1957.88,1961.1,Second speaker is incitement to violence and hate speech.
SPEAKER_10,1961.1,1963.36,"To be clear, we were very clear on our stance."
SPEAKER_10,1963.36,1967.24,"All their problems about violence, we can prosecute the act of violence."
SPEAKER_10,1967.24,1971.56,They need to tell us why prosecuting the speech is the most important thing in this case.
SPEAKER_10,1971.56,1978.62,"Furthermore, we talked about how we are willing to err on the side of caution when it comes to hate speech, but we think it is generally clear when conditions are egregious enough."
SPEAKER_10,1978.62,1983.16,"I want to be clear, they did not actually touch our analysis about the general centrist consensus."
SPEAKER_10,1983.16,1986.3,"All they said is that, but the Republican Party can represent you."
SPEAKER_10,1986.3,1989.4,Do you know why the Republican Party represents them now?
SPEAKER_10,1989.4,1991.3,Because Trump was elected.
SPEAKER_10,1991.3,1998.7,"Because the Republican elites realised that for far too long, they have been leaving these individuals behind and not caring about their interests."
SPEAKER_10,1998.7,2004.3,"To be clear, the Republicans did not represent these people before the right wing came to power."
SPEAKER_10,2004.3,2009.44,"That is why, when they say this drags politics into the gutter, I would say it is not a gutter."
SPEAKER_10,2009.44,2014.76,"I would say it is views that people want, views that they actually stand for, policies they actually care about."
SPEAKER_10,2014.76,2017.96,And I think that these individuals do know what is good for them.
SPEAKER_10,2017.96,2023.24,So we can agree with our first speaker's principle that democracy is about a balance of rights.
SPEAKER_10,2023.24,2027.68,"Yes, we think they are taking away the fundamental right for these individuals to have a party stand for them."
SPEAKER_10,2027.68,2030.02,And we think that is a right we should protect.
SPEAKER_10,2030.02,2035.06,"They said, ah, but there's fake news and there's misinformation and people aren't debating on truth and facts."
SPEAKER_10,2035.06,2038.22,I think generally people are becoming more aware of partisan biases.
SPEAKER_10,2038.22,2042.58,I think democracy actually solves for fake news because fake news justice credits its source.
SPEAKER_10,2042.58,2043.44,Think about it.
SPEAKER_10,2043.44,2047.7,Alex Jones basically spread the lie of how Sandy Hook was a conspiracy created by the government.
SPEAKER_10,2047.7,2050.44,"After that, he pretty much lost all the credibility he had."
SPEAKER_10,2050.44,2057.24,"I think people can discern, and people who are voting for Trump, maybe they understand there is fake news."
SPEAKER_10,2057.24,2068.48,"But if they decide that the policies that he is standing for are more important than this fake news, then I think that is a choice they should be able to make, that even if they don't believe everything he says, that the fundamental things he stands for are important."
SPEAKER_10,2068.48,2069.7,No thank you.
SPEAKER_10,2069.7,2076.5,"Furthermore, we think that on our side, we pointed out very clearly how sometimes what they call unplathable are things that we need to respect."
SPEAKER_10,2076.5,2083.16,They completely dropped my first speaker's two tears of how sometimes unplathable language is essential to expressing thoughts.
SPEAKER_10,2083.16,2088.7,"How in team affirmative, they police thoughts in a way that discriminates against the not well-off."
SPEAKER_10,2088.7,2092.5,Being born into an elite aristocracy is not a privilege we all share.
SPEAKER_10,2092.5,2098.12,"Some people, for some people, it is understandable that it is important for them to be able to express their thoughts in this language."
SPEAKER_10,2098.12,2100.54,And we think that is an important thing we should respect.
SPEAKER_10,2100.54,2103.16,"Furthermore, we talked about the colour and intensity of thought."
SPEAKER_10,2103.16,2109.46,How sometimes things they call unpalatable are ways and the only way for these individuals to express their true political choice.
SPEAKER_10,2109.46,2117.44,"So, the solutions that these politicians stand for may not be perfect, but we think that the point is that these solutions are far closer to what people actually want."
SPEAKER_10,2117.44,2126.16,"Even if they're not perfect, you'd rather have an imperfect solution that at least is congruent with what people want, rather than a perfect solution that does not be in line with what they want at all."
SPEAKER_10,2126.16,2127.9,"And to be clear, Trump has done things."
SPEAKER_10,2127.9,2129.74,He has withdrawn from the TPP.
SPEAKER_10,2129.74,2132.98,"He has gotten many automobile factories back, creating jobs in America."
SPEAKER_10,2132.98,2135.34,We think these are important things we should have.
SPEAKER_10,2135.34,2138.1,"And if trans-popularity is forced, that's precisely the point."
SPEAKER_10,2138.1,2140.3,"If a politician doesn't deliver, he'll become less popular."
SPEAKER_10,2140.3,2142.16,So democracy corrects for this.
SPEAKER_10,2142.16,2144.54,"Before I move on, yes."
SPEAKER_06,2144.54,2146.58,Prosecuting the act of violence is the status quo.
SPEAKER_06,2146.58,2152.68,What did that do for the hundreds of Muslim women in America who were attacked after Trump was elected?
SPEAKER_10,2152.68,2160.14,"Sir, we think that they just failed to actually show us the link between how right-wing populism is this exclusive thing that results in all of this violence."
SPEAKER_10,2160.14,2166.6,"We think that all the mud singing has been happening for ages, and the point is that they have failed to show us why exclusively this is the way they can have."
SPEAKER_10,2166.6,2172.08,"Furthermore, we think we were very clear that the idea of violence is something we can prosecute, and it is decreasing when we prosecute this violence."
SPEAKER_10,2172.08,2177.58,"Moving back, we think that the point is that we told you how they undermine democracy, and this deals directly with their second speaker's substantive."
SPEAKER_10,2177.58,2181.22,We think it is not irrational when these individuals engage in this politics.
SPEAKER_10,2181.22,2226.96,"There was never a golden age of politics, and we were all rational rational and And debated on Oh purely facts Politics has always been About character Always been about Who people are And we think that If people on the ground Voters decide that That is what is most important For them That is something That we should respect Furthermore they said But you attack institutions We think it is generally A good idea If you keep a check on On courts courts When When courts courts have have been been filled Filled with With elites elites who Who do do not not care care About About people people on on the the ground ground When When the the entire entire judicial Judicial system system Is Is sat stacked against against you you Because Because it it is is filled filled with with elites elites Who Who do do not not understand understand Why Why you you are are I I think think that that is is fundamental violence Upon your dignity So if they want to talk about violence I would say the lack of representation Is violence to these individuals Furthermore They just dropped my first week's analysis About how it is incredibly insulting For them to tell us That minorities always cower in fear We think that's not true We think many minorities are indignant, particularly in social media."
SPEAKER_10,2226.96,2233.52,"Like they said, when there is actually a community of people around you who will back you up, who will tell you why this is important to you."
SPEAKER_10,2233.52,2236.78,"We think on this ground alone, minorities are protected on our side."
SPEAKER_10,2236.78,2243.94,"But the point is, they didn't drug our second substantive on abuse, on how these very five scientific criteria are incredibly subjective."
SPEAKER_10,2243.94,2245.38,What is political correctness?
SPEAKER_10,2245.38,2246.94,What is nativism?
SPEAKER_10,2246.94,2250.58,"And in the case, we told you how they exercise a chilling effect on discourse."
SPEAKER_10,2250.58,2253.7,We literally give governments the tool crack to down on individuals.
SPEAKER_10,2253.7,2254.72,We think that's wrong.
SPEAKER_10,2254.72,2257.62,My constructive for today on how T-Minggan harms political discourse.
SPEAKER_10,2257.62,2260.38,So this argument takes them on their absolute highest.
SPEAKER_10,2260.38,2269.66,"Even if this debate is to be judged on the metric of preventing misinformation, even if it is to be judged on the metric of making speech more palatable, why is it that on our side, we are able to better these metrics?"
SPEAKER_10,2269.66,2272.4,Note that Team England's policy is necessarily known to the public.
SPEAKER_10,2272.4,2279.04,"For example, if Breitbart is punished, it will have to retract its things and provide a public apology to people on the ground."
SPEAKER_10,2279.04,2281.0,This leads to a few harms.
SPEAKER_10,2281.0,2284.06,"Firstly, Team England pushes people towards less credible news sources."
SPEAKER_10,2284.06,2294.64,"This policy literally reinforces the one strongest narrative that drives this trust of traditional media sources like CNN, that the liberal establishment is out to control what you read."
SPEAKER_10,2294.64,2303.28,"Now that everything that is published in the traditional media has the imprimatur of government approval, it is seen by grabbing populists as an extension of government control."
SPEAKER_10,2303.28,2304.34,This is terrible.
SPEAKER_10,2304.34,2307.62,There will always be alternative news sources that provide a less credible form of news.
SPEAKER_10,2307.62,2314.92,"And obviously, we cannot completely censor WhatsApp chains, forums, face-to-face conversations that occur in daily life."
SPEAKER_10,2314.92,2319.34,"Therefore, on their side, they ensure that people turn towards these less credible news sources."
SPEAKER_10,2319.34,2322.36,"And to be clear, this is not about the most extreme individuals."
SPEAKER_10,2322.36,2332.82,"It is about the vast majority of individuals on the fence who subscribe to both Breitbart and the New York Times on Twitter, but whom Team England pushes straight towards less credible news sources."
SPEAKER_10,2332.82,2337.32,"Secondly, Team England only ends up amplifying the unsavory aspects of right-wing populism."
SPEAKER_10,2337.32,2343.66,"In the status quo, many right-wing populist leaders are exercising a significant moderating effect because they want to become more politically viable."
SPEAKER_10,2343.66,2349.72,"In France, Marine Le Pen kicked her father out of the National Front because he was very strongly in favour of Holocaust denial."
SPEAKER_10,2349.72,2352.18,We want this effect to continue.
SPEAKER_10,2352.18,2358.72,"However, the main reason why these leaders can engage in moderation is because they are currently trusted by their supporters as legitimate, leaders."
SPEAKER_10,2359.66,2362.94,"ideological When these leaders say that something is wrong, their supporters trust it."
SPEAKER_10,2362.94,2371.84,"But if the state itself starts to crack down on these forms of unsavory speech, these leaders lose their moderating ability because it now looks like the state has forced them to make concessions."
SPEAKER_10,2371.84,2375.9,Any attempt to moderate now looks like it has been engineered by the liberal elite.
SPEAKER_10,2375.9,2380.04,"So if they want to talk about making political speech better, I think it is harmed on their side."
SPEAKER_10,2380.04,2384.26,"If they want to talk about decreasing misaffirmation, I think it is harmed on their side."
SPEAKER_10,2384.26,2385.78,"From first speaker, we were very clear."
SPEAKER_10,2385.78,2389.12,We stand by the baseline that silence is oppression.
SPEAKER_10,2389.12,2390.04,We oppose.
,2390.04,2398.9,We oppose.
SPEAKER_03,2398.9,2403.2,"The second opposition speaker speaker spent spent eight eight minutes, minutes, seven seven seconds."
SPEAKER_03,2403.2,2405.08,seconds.
SPEAKER_03,2404.74,2407.74,I I thank thank the the second second opposition opposition speaker speaker for for their their speech.
SPEAKER_03,2409.12,2409.3,speech.
SPEAKER_03,2409.3,2419.82,"And now to continue the case for the proposition, please welcome Kenza Wilkes."
SPEAKER_05,2419.82,2424.98,"You know, the second speaker is right when he says that this is about people that don't have representation."
SPEAKER_05,2424.98,2447.18,"But what side opposition has thus far failed to prove in this debate is why, once these populists move out of the fore and stop poisoning the well of discussion that happens in democracies across the world, while right-wing politicians cannot step in in their stead to support these people in a way that that does does not not contradict contradict all all of of the the five five reasons reasons that that we we told told you, you, these these populist populists behave behave that that undermine undermines democracy."
SPEAKER_05,2447.38,2447.6,democracy.
SPEAKER_05,2447.6,2452.24,"Their last speaker wanted to stand up and say, well, you haven't shown your links to violence."
SPEAKER_05,2452.24,2455.36,"Ladies and gentlemen, that is fake news as we see it."
SPEAKER_05,2455.36,2457.9,Because all they wanted to put forward is model shape.
SPEAKER_05,2457.9,2459.14,What are your categories?
SPEAKER_05,2459.14,2460.66,How do we know if they're a populist?
SPEAKER_05,2460.66,2468.54,We give you five distinct reasons as to why we think these individuals are likely to fall into identifiable categories of being populist.
SPEAKER_05,2468.54,2473.2,"But ultimately, they wanted only to engage with the extreme end of our scale, i.e."
SPEAKER_05,2473.2,2476.16,the banning of these individuals from running on the ballot box.
SPEAKER_05,2476.16,2483.9,"Remember all of the other policies that we support, like no platforming them at universities, like stopping their social media pages from operating."
SPEAKER_05,2483.9,2488.7,These are all ways in which we can try and decrease the influence these populists are able to have.
SPEAKER_05,2488.7,2499.06,"But finally, when the last speaker wants to raise a point about the chilling effect, ultimately, that is far worse when debate cannot happen in nuanced and moderate ways like we have today."
SPEAKER_05,2499.06,2502.6,"Because instead, people are standing up up and and shouting shouting that that Mexicans Mexicans are are rapists."
SPEAKER_05,2502.7,2503.04,rapists.
SPEAKER_05,2502.84,2504.86,Three Three areas areas of of clash clash in in this this debate.
SPEAKER_05,2504.86,2505.36,debate.
SPEAKER_05,2504.96,2506.46,"Firstly, Firstly, is is this this legitimate?"
SPEAKER_05,2506.46,2507.02,legitimate?
SPEAKER_05,2506.6,2509.66,"Secondly, Secondly, the the provision provision of of solutions solutions and and the the effects effects on on minorities."
SPEAKER_05,2509.96,2509.96,minorities.
SPEAKER_05,2509.96,2512.6,"And thirdly, the stability of democracy."
SPEAKER_05,2512.6,2514.8,"So on the first of which, is this legitimate?"
SPEAKER_05,2514.8,2520.76,They stand up and give a principle that says free speech is valuable and these individuals need to be able to engage.
SPEAKER_05,2520.76,2527.56,"No, this does not directly engage with the principle that we give you about the balance of rights for individuals to be safe from fear."
SPEAKER_05,2527.56,2535.6,"If you create an atmosphere of fear and an ignorance of the truth, you're ultimately far more likely to persecute vulnerable minorities."
SPEAKER_05,2535.6,2539.78,"The response that they give as well, lack of representation is violence."
SPEAKER_05,2539.78,2542.76,"Ladies and gentlemen, no, violence is violence."
SPEAKER_05,2542.76,2551.74,And given that they've done nothing to contend the fact that we've seen increased rates of attacks on vulnerable minorities in the aftermath of the U.S.
SPEAKER_05,2551.74,2568.92,"election, or the aftermath of Poland, the Law and Justice Party being put in power, or the example that we know all too well, that of Brexit, and individuals that no longer feel safe in their homes, on their streets or communities because of rises and attacks and persecutions on you just because you're wearing a hijab."
SPEAKER_05,2568.92,2572.18,"But secondly, they say, well, these people need to have a choice."
SPEAKER_05,2572.18,2578.36,But we question how meaningful that choice actually is if this politics is skewed away from key issues.
SPEAKER_05,2578.36,2587.36,Because what we told you is that populist parties overwhelmingly cannot have specific policies because they have to please a broad coalition of voters.
SPEAKER_05,2587.36,2593.32,"It's very hard for you to have policies that both say we ought provide welfare for the people at the bottom, i.e."
SPEAKER_05,2593.32,2597.5,"Obamacare, but we also want to repeal those very acts that protect people."
SPEAKER_05,2597.5,2601.8,"That means you don't get tangible policies to protect people, but only assertions."
SPEAKER_05,2601.8,2605.92,"But finally here, they say, well, we've got to give the people what they want."
SPEAKER_05,2605.92,2608.36,"Ultimately, that is not the obligation of a democracy."
SPEAKER_05,2608.36,2621.42,"We think that we should have parameters within the discussion occurs, that we do not allow anti-Semitism just because it's what some people want, that is called a tyranny of the majority that overwhelmingly harms the most vulnerable members of our society."
SPEAKER_05,2621.42,2626.92,"But finally, they say, well, these politicians will likely moderate themselves once they're put into power."
SPEAKER_05,2626.92,2628.86,See the example of Le Pen.
SPEAKER_05,2628.86,2637.56,"Note, crucially, this is reliant on giving them a platform that allows them to get votes in the first place, or in the very worst circumstances, make it into power."
SPEAKER_05,2637.56,2644.62,"Given that Arthur gives you analysis as to why, once they are in power, they're likely to put forward policies that harm those very minorities."
SPEAKER_05,2644.62,2646.84,We're not willing to allow them to moderate.
SPEAKER_05,2646.84,2653.62,We would rather nip them in the bud before they're allowed to wind up populations into voting them into power.
SPEAKER_05,2653.62,2657.88,Let's look secondly at the provisions of solutions and the effects on minorities.
SPEAKER_05,2657.88,2665.72,We give you concrete reasons as to why these populist politicians are reliant on harms to minorities in order to get into power.
SPEAKER_05,2665.72,2673.34,"Firstly, we tell you that they overwhelmingly scapegoat these people to hold a coalition because they look to simple answers for complex questions."
SPEAKER_05,2673.34,2677.5,"The only response that sign-up was to give is, well, some African-Americans are not upset."
SPEAKER_05,2677.5,2679.68,They just retweet their opposition.
SPEAKER_05,2679.68,2684.6,"No, crucially, that is an assertion that the vast majority of African-Americans behave in that way."
SPEAKER_05,2684.6,2696.26,"But secondly, we think there are many vulnerable individuals that would actually be quite insulted by your of characterization these people willingly just brushing aside these accusations of their lack of humanity."
SPEAKER_05,2696.26,2702.5,"But secondly, more crucially, a permission mechanism is created and they do nothing to engage with this analysis."
SPEAKER_05,2702.5,2719.38,"Because if the orange man at the front of the room can stand up and say, well, it's okay for me to grab whatever by whatever, or it's okay for me to decide that Mexicans are all rapists, then people who are not predisposed to violence under the status quo are far more likely to engage in those very acts of violence."
SPEAKER_05,2719.38,2725.76,That's why we see what were ordinary Americans now deciding to punch Black Lives Matter protesters in the face?
SPEAKER_05,2725.76,2730.28,We think that is a fundamental harm that arises from populism itself.
SPEAKER_05,2730.28,2734.88,"But thirdly and finally, they get into power and they have the ability to implement policies."
SPEAKER_05,2734.88,2740.8,"And this is a direct clash with their material about, well, we need to give these people some kind of choice and some kind of representation."
SPEAKER_05,2740.8,2763.78,If emboldening these individuals by giving them a populist platform from which to spew their views you actually harm the debate and harm the rights of these individuals it cannot be legitimate but next here they say well this is the and i quote elitist vernacular and the logic here is that less educated people are unable to have debates about immigration unless someone stands up at the front of the room and shouts get the the immigrants out.
SPEAKER_05,2763.78,2769.0,"Fundamentally, we think that is a patronizing characterization of how these individuals are able to engage in debates."
SPEAKER_05,2769.0,2773.94,"But secondly, we think what is far more likely is that you shut out nuanced discussions."
SPEAKER_05,2773.94,2785.52,"Because if you think about things like the US primaries, individuals like Cruz or Pence wanted to have discussions about the policies and the ailments that globalization has caused for these people."
SPEAKER_05,2785.52,2790.32,"Instead, we end up having conversations about the length of Donald Trump's fingers."
SPEAKER_05,2790.74,2795.58,"Ultimately, we think that is far worse for the people that you want to protect on your side of the house."
SPEAKER_05,2795.58,2798.64,"Because remember, we can provide real alternatives."
SPEAKER_05,2798.64,2816.0,"So when they say, and I quote, not giving these individuals representation is an act of violence, if other politicians, as they likely will, step into the fray and represent these people instead, when populists cannot fill that vacuum and pollute the discussion, we are far more likely to protect these individuals."
SPEAKER_05,2816.0,2819.24,Let's look thirdly and finally at the stability of democracy.
SPEAKER_05,2819.24,2825.82,"Their major claim here is to say, well, these courts act in irresponsible ways because, and I quote, prosecution is subjective."
SPEAKER_05,2825.82,2833.6,"Now, they obviously ran into a problem with this when they also supported defamation suits and those very same courts making subjective decisions."
SPEAKER_05,2833.6,2836.1,"Notably, they drop it in their most recent speech."
SPEAKER_05,2836.1,2847.4,"But secondly, on your side of the house, what Gert Wilders can do is intentionally try and get defamation suits brought against him and use the fact that those suits have been brought to him in order to gain more popular support."
SPEAKER_05,2847.4,2856.38,"If we shut down his Twitter page, he is unable to get those channels of discourse that ultimately mean he is more likely to get votes and more likely to be put into power."
SPEAKER_05,2856.38,2862.56,"But finally here, they say politics is about character and it's okay for people to make decisions on this basis."
SPEAKER_05,2862.56,2867.8,"Instead, you create a chilling effect on discourse, which harms those individuals."
SPEAKER_05,2867.8,2885.16,"Ultimately, we think it is okay with limiting the amount of discourse that individuals like Breitbart or organisations that actively try to incite violence or limit the rights of minority groups through populist measures, if that means that we are far more able to secure the rights of vulnerable individuals."
SPEAKER_05,2885.16,2899.4,"At the end of this debate, you have to remember we had two criteria, the first of which this was justified for the protection of minority groups, and secondly, that it was effective in challenging the disproportionate control that populists are able to wield over the most vulnerable."
SPEAKER_05,2899.4,2902.22,"For all of these reasons, So so proud proud to to propose."
SPEAKER_03,2908.98,2909.36,propose.
SPEAKER_03,2909.36,2915.26,The third proposition speaker spent eight minutes to second.
SPEAKER_03,2915.26,2918.92,I thank the third proposition speaker for their speech.
SPEAKER_03,2918.92,2926.96,"And now, to continue the kiss for the opposition, please welcome Awe Ho."
SPEAKER_08,2926.96,2931.6,The rise of right-wing populism is not a communicative issue.
SPEAKER_08,2931.6,2935.02,"It is a socio-economic, political issue."
SPEAKER_08,2935.02,2948.84,"That's why when their policy was to remove symptoms like fake news and to sanitize racist language, it honestly misses the point because we will never realize why these individuals have these opinions and these beliefs to begin with."
SPEAKER_08,2948.84,2952.44,That's how we actually nip the problem at its source.
SPEAKER_08,2952.44,2958.06,That's why we think on our side of the house it's incredibly important we hear why they believe in these things.
SPEAKER_08,2958.06,2963.24,"Even if the way they say it is imperfect, it's important that we know what these beliefs are."
SPEAKER_08,2963.24,2966.02,That's the first strategic mistake coming from the other side.
SPEAKER_08,2966.02,2973.66,The second strategic mistake is their lack of response to all of analysis since first about how this policy allows for massive government abuse.
SPEAKER_08,2973.66,2984.9,"Mind you, this policy literally gives the ruling elite the ability to silence one-third of all Americans and all opposition parties, which are quite powerful right now within the political scene."
SPEAKER_08,2984.9,2990.82,This is the greatest expansion of government control of free speech we have ever seen in the last few decades.
SPEAKER_08,2990.82,2993.48,I think they need to engage with our substantives.
SPEAKER_08,2993.48,2994.26,"No, thank you."
SPEAKER_08,2994.26,2995.9,Three areas of clash.
SPEAKER_08,2995.9,2997.4,"First, who are the victims?"
SPEAKER_08,2997.4,2998.86,"Second, what opinions are valid?"
SPEAKER_08,2998.86,3002.82,"And third, why all opinions are attacked on the outside of the House?"
SPEAKER_08,3002.82,3004.18,"First, who are the victims?"
SPEAKER_08,3004.18,3011.66,"We say from the beginning of this debate that minorities are victims, but so are those who have been left behind but in the dust of unfettered capitalism."
SPEAKER_08,3011.66,3018.48,So are those who have been sidelined by the political elite that see them as irrational bigots that ought not to be listened to.
SPEAKER_08,3018.48,3024.3,These are people that currently don't even have a political party to cater for their class discrimination.
SPEAKER_08,3024.3,3033.7,"These are people who don't have the courts to defend their supposed constitutional rights because they're seen as stubborn people that cannot engage in discourse, as they say on the outside of the House."
SPEAKER_08,3033.7,3039.84,"These are victims that live in fear because they're caricatured by the liberal elite as immoral, deplorable bigots."
SPEAKER_08,3039.84,3047.34,"They're labelled as someone who's stubborn, irrational, uneducated by team proposition, by their own leaders within these countries."
SPEAKER_08,3047.34,3049.88,That is the atmosphere that they currently live in.
SPEAKER_08,3049.88,3052.62,And they are victims that we need to protect in this debate.
SPEAKER_08,3052.62,3054.2,We thought they were important in this debate.
SPEAKER_08,3054.2,3058.56,We had absolutely no response as to why they protect them as well.
SPEAKER_08,3058.56,3064.6,"Their response in third was that, but they can still run for office, but we just won't let them campaign or talk about what they want to do in office."
SPEAKER_08,3064.6,3066.36,That's honestly nonsensical.
SPEAKER_08,3066.34,3070.36,So how do their rights compare the rights of minorities?
SPEAKER_08,3070.36,3072.58,"Now, we understand that minorities are important in this debate."
SPEAKER_08,3072.58,3081.88,What we do think is that minorities have access to a lot more protection than this specific group of individuals who have been casted away by unfettered capitalism and globalisation.
SPEAKER_08,3081.88,3083.16,Why is this the case?
SPEAKER_08,3083.16,3087.38,"One, because minorities can be empowered if they respond with indignation and not fear."
SPEAKER_08,3087.38,3093.66,We talked about how the domino effect on social media means that you genuinely have the capacity to feel strong and safe within your communities.
SPEAKER_08,3093.66,3095.34,And is this perfect?
SPEAKER_08,3095.34,3095.52,No.
SPEAKER_08,3095.52,3104.44,"But we think that on the comparative, it's a lot more likely that you have an entire democratic party willing to defend you that you're much more better off on your side of the house."
SPEAKER_08,3104.44,3113.74,"But second of all, the hurt is asymmetric, which is to say that many of these individuals have been equally as slandered and threatened on the streets by the liberal elite coming from your side of the House."
SPEAKER_08,3113.74,3118.28,"If this is a response out of fear, then I think that's something that's legitimate as well."
SPEAKER_08,3118.28,3126.5,So the important point to take away from this is that current minorities who already have a Democratic Party to defend them have access to many other forms of protection.
SPEAKER_08,3126.5,3127.52,Are they perfect?
SPEAKER_08,3127.52,3128.4,Absolutely not.
SPEAKER_08,3128.4,3134.62,"But for these individuals who currently have been sidelined by the entire political elite, this is the only way they can have their voices heard."
SPEAKER_08,3134.62,3137.54,That is the comparative we're willing to defend.
SPEAKER_08,3137.54,3138.92,"Eventually, they shrunk their case."
SPEAKER_08,3138.92,3141.62,Because their first speaker said the speech was really bad.
SPEAKER_08,3141.62,3145.46,"But they said, oh no, no, no, it's only speech that results in hate crime."
