speaker,start,end,text
SPEAKER_09,1287.62,1287.76, Bill
SPEAKER_09,1287.76,1288.1, Clinton
SPEAKER_09,1288.1,1288.3, is
SPEAKER_09,1288.3,1288.4, a
SPEAKER_09,1288.4,1289.08," womaniser,"
SPEAKER_09,1289.3,1289.44, or
SPEAKER_09,1289.44,1289.78, causal
SPEAKER_09,1289.78,1290.1, judgments
SPEAKER_09,1290.1,1290.36, that
SPEAKER_09,1290.36,1290.7, the
SPEAKER_09,1290.7,1291.06, police
SPEAKER_09,1291.06,1291.28, shot
SPEAKER_09,1291.28,1291.42, a
SPEAKER_09,1291.42,1291.58, black
SPEAKER_09,1291.58,1291.84, man
SPEAKER_09,1292.02,1292.08, because
SPEAKER_09,1292.08,1292.2, of
SPEAKER_09,1292.2,1292.76, racism.
SPEAKER_09,1293.06,1293.16, The
SPEAKER_09,1293.16,1293.46, truth
SPEAKER_09,1293.46,1293.6, of
SPEAKER_09,1293.6,1293.78, these
SPEAKER_09,1293.78,1294.08, claims
SPEAKER_09,1294.08,1294.46, cannot
SPEAKER_09,1294.46,1294.6, be
SPEAKER_09,1294.6,1295.08, objectively
SPEAKER_09,1295.08,1295.68, proven.
SPEAKER_09,1295.98,1296.44," Furthermore,"
SPEAKER_09,1296.44,1296.56, whether
SPEAKER_09,1296.56,1296.86, something
SPEAKER_09,1296.86,1297.26, passes
SPEAKER_09,1297.26,1297.46, the
SPEAKER_09,1297.46,1297.76, threshold
SPEAKER_09,1297.76,1297.92, of
SPEAKER_09,1297.92,1298.06, hate
SPEAKER_09,1298.06,1298.3, speech
SPEAKER_09,1298.42,1298.72, is
SPEAKER_09,1298.72,1299.1, highly
SPEAKER_09,1299.1,1299.42, dependent
SPEAKER_09,1299.42,1299.66, on
SPEAKER_09,1299.66,1300.16, context
SPEAKER_09,1300.16,1300.58, and
SPEAKER_09,1300.58,1301.1, intent.
SPEAKER_09,1301.22,1301.32, They
SPEAKER_09,1301.32,1301.48, can't
SPEAKER_09,1301.48,1301.66, just
SPEAKER_09,1301.66,1301.98, throw
SPEAKER_09,1301.98,1302.14, this
SPEAKER_09,1302.14,1302.36, away
SPEAKER_09,1302.36,1302.68, with
SPEAKER_09,1302.68,1302.76, the
SPEAKER_09,1302.76,1303.08, mechanism
SPEAKER_09,1303.08,1303.34, in
SPEAKER_09,1303.34,1303.48, their
SPEAKER_09,1303.48,1304.06, policy.
SPEAKER_09,1304.26,1304.44, For
SPEAKER_09,1304.44,1305.04," instance,"
SPEAKER_09,1305.04,1305.24, Jeremy
SPEAKER_09,1305.24,1305.64, Corbyn
SPEAKER_09,1305.64,1305.78, has
SPEAKER_09,1305.78,1305.92, said
SPEAKER_09,1305.92,1306.06, that
SPEAKER_09,1306.06,1306.5, immigrants
SPEAKER_09,1306.5,1306.86, undermine
SPEAKER_09,1306.86,1307.14, labour
SPEAKER_09,1307.14,1307.76," standards,"
SPEAKER_09,1307.76,1308.0, but
SPEAKER_09,1308.1,1308.7," presumably,"
SPEAKER_09,1308.7,1309.0, he
SPEAKER_09,1309.0,1309.14, wouldn't
SPEAKER_09,1309.14,1309.3, be
SPEAKER_09,1309.3,1309.84, prosecuted
SPEAKER_09,1309.84,1310.28, under
SPEAKER_09,1310.28,1311.28, proposition.
SPEAKER_09,1311.28,1311.8," Therefore,"
SPEAKER_09,1311.8,1311.92, the
SPEAKER_09,1311.92,1312.24, content
SPEAKER_09,1312.24,1312.4, of
SPEAKER_09,1312.4,1312.56, such
SPEAKER_09,1312.66,1312.8, speech
SPEAKER_09,1312.8,1313.1, is
SPEAKER_09,1313.1,1313.8, subjective.
SPEAKER_09,1313.8,1314.08, But
SPEAKER_09,1314.08,1314.36, beyond
SPEAKER_09,1314.36,1314.6," that,"
SPEAKER_09,1314.6,1314.7, the
SPEAKER_09,1314.7,1315.24, prosecution
SPEAKER_09,1315.24,1315.48, is
SPEAKER_09,1315.48,1315.76, subjective
SPEAKER_09,1315.76,1315.98, as
SPEAKER_09,1315.98,1316.4, well.
SPEAKER_09,1316.4,1316.78, In
SPEAKER_09,1316.78,1316.98, most
SPEAKER_09,1317.06,1317.08, of
SPEAKER_09,1317.08,1317.32, criminal
SPEAKER_09,1317.32,1317.8," law,"
SPEAKER_09,1317.8,1318.18, governments
SPEAKER_09,1318.18,1318.38, don't
SPEAKER_09,1318.38,1318.78, prosecute
SPEAKER_09,1318.78,1319.12, every
SPEAKER_09,1319.12,1319.42, case
SPEAKER_09,1319.42,1319.62, because
SPEAKER_09,1319.62,1319.74, there
SPEAKER_09,1319.74,1319.8, are
SPEAKER_09,1319.8,1319.94, too
SPEAKER_09,1319.94,1320.14, many
SPEAKER_09,1320.14,1320.3, of
SPEAKER_09,1320.3,1320.6, them.
SPEAKER_09,1320.88,1321.06, This
SPEAKER_09,1321.06,1321.22, means
SPEAKER_09,1321.22,1321.38, they
SPEAKER_09,1321.38,1321.7, pick
SPEAKER_09,1321.7,1322.1, and
SPEAKER_09,1322.1,1322.64, choose.
SPEAKER_09,1322.64,1322.94, This
SPEAKER_09,1322.94,1323.06, is
SPEAKER_09,1323.06,1323.46, itself
SPEAKER_09,1323.46,1323.9, political
SPEAKER_09,1323.9,1324.26, because
SPEAKER_09,1324.26,1324.44, the
SPEAKER_09,1324.44,1324.68, legal
SPEAKER_09,1324.68,1325.0, process
SPEAKER_09,1325.26,1325.32, only
SPEAKER_09,1325.32,1325.68, begins
SPEAKER_09,1325.68,1326.08, once
SPEAKER_09,1326.08,1326.16, a
SPEAKER_09,1326.16,1326.4, case
SPEAKER_09,1326.4,1326.54, is
SPEAKER_09,1326.54,1326.7, brought
SPEAKER_09,1326.7,1326.84, to
SPEAKER_09,1326.84,1327.42, court.
SPEAKER_09,1327.42,1328.26," However,"
SPEAKER_09,1328.26,1328.58, prosecutors
SPEAKER_09,1328.58,1328.88, have
SPEAKER_09,1328.88,1329.18, very
SPEAKER_09,1329.18,1329.44, strong
SPEAKER_09,1329.44,1329.76, personal
SPEAKER_09,1329.98,1330.26, incentives
SPEAKER_09,1330.26,1330.68, to
SPEAKER_09,1330.68,1330.84, act
SPEAKER_09,1330.84,1330.96, in
SPEAKER_09,1330.96,1331.08, the
SPEAKER_09,1331.08,1331.42, interest
SPEAKER_09,1331.42,1331.62, of
SPEAKER_09,1331.62,1331.8, their
SPEAKER_09,1331.8,1332.3, partisan
SPEAKER_09,1332.3,1333.08, masters
SPEAKER_09,1333.08,1333.68, because
SPEAKER_09,1333.68,1333.82, they
SPEAKER_09,1333.82,1333.92, want
SPEAKER_09,1333.92,1334.02, to
SPEAKER_09,1334.02,1334.18, gain
SPEAKER_09,1334.18,1334.28, a
SPEAKER_09,1334.28,1334.64, promotion
SPEAKER_09,1334.64,1335.1, and
SPEAKER_09,1335.16,1335.38, curry
SPEAKER_09,1335.38,1336.1, favour.
SPEAKER_09,1336.1,1336.38, This
SPEAKER_09,1336.38,1336.54, means
SPEAKER_09,1336.54,1336.68, that
SPEAKER_09,1336.68,1336.96, often
SPEAKER_09,1336.96,1337.2, the
SPEAKER_09,1337.2,1337.52, kinds
SPEAKER_09,1337.52,1337.62, of
SPEAKER_09,1337.62,1337.8, speech
SPEAKER_09,1337.8,1337.92, that
SPEAKER_09,1337.92,1338.06, are
SPEAKER_09,1338.06,1338.42, curtailed
SPEAKER_09,1338.42,1338.72, are
SPEAKER_09,1338.72,1338.98, those
SPEAKER_09,1338.98,1339.12, that
SPEAKER_09,1339.12,1339.28, hurt
SPEAKER_09,1339.28,1339.38, the
SPEAKER_09,1339.6,1339.7, government's
SPEAKER_09,1339.7,1340.06, partisan
SPEAKER_09,1340.06,1340.7, interests.
SPEAKER_09,1340.7,1341.04, This
SPEAKER_09,1341.04,1341.2, means
SPEAKER_09,1341.2,1341.36, that
SPEAKER_09,1341.36,1341.56, they
SPEAKER_09,1341.56,1341.76, allow
SPEAKER_09,1341.76,1342.08, governments
SPEAKER_09,1342.08,1342.22, to
SPEAKER_09,1342.22,1342.86, artificially
SPEAKER_09,1342.86,1343.32, entrench
SPEAKER_09,1343.46,1343.66, power
SPEAKER_09,1343.66,1344.1, because
SPEAKER_09,1344.1,1344.24, the
SPEAKER_09,1344.24,1344.68, prosecution
SPEAKER_09,1344.68,1344.9, will
SPEAKER_09,1344.9,1345.16, only
SPEAKER_09,1345.16,1345.34, choose
SPEAKER_09,1345.34,1345.46, to
SPEAKER_09,1345.46,1345.78, attack
SPEAKER_09,1346.08,1346.36, those
SPEAKER_09,1346.36,1346.62, news
SPEAKER_09,1346.62,1346.78, and
SPEAKER_09,1346.78,1347.0, those
SPEAKER_09,1347.0,1347.22, forms
SPEAKER_09,1347.22,1347.32, of
SPEAKER_09,1347.32,1347.46, hate
SPEAKER_09,1347.46,1347.7, speech
SPEAKER_09,1347.92,1348.02, that
SPEAKER_09,1348.02,1348.46, disfavours
SPEAKER_09,1348.46,1348.78, them.
SPEAKER_09,1348.78,1349.0, It
SPEAKER_09,1349.0,1349.26, also
SPEAKER_09,1349.26,1349.42, means
SPEAKER_09,1349.42,1349.54, that
SPEAKER_09,1349.54,1349.66, on
SPEAKER_09,1349.66,1349.88, their
SPEAKER_09,1349.88,1350.1, side
SPEAKER_09,1350.28,1350.64, journalists
SPEAKER_09,1350.64,1350.82, are
SPEAKER_09,1350.82,1350.98, either
SPEAKER_09,1350.98,1351.2, forced
SPEAKER_09,1351.2,1351.3, to
SPEAKER_09,1351.3,1351.58, self
SPEAKER_09,1351.58,1351.9,-censor
SPEAKER_09,1352.1,1352.36, because
SPEAKER_09,1352.36,1352.52, they
SPEAKER_09,1352.52,1352.72, don't
SPEAKER_09,1352.72,1352.82, want
SPEAKER_09,1352.82,1352.86, to
SPEAKER_09,1352.86,1352.92, be
SPEAKER_09,1352.92,1353.06, dragged
SPEAKER_09,1353.06,1353.18, to
SPEAKER_09,1353.18,1353.4, court
SPEAKER_09,1353.4,1353.64, or
SPEAKER_09,1353.64,1353.78, they're
SPEAKER_09,1353.78,1353.96, forced
SPEAKER_09,1353.98,1354.06, to
SPEAKER_09,1354.06,1354.26, review
SPEAKER_09,1354.26,1354.8, confidential
SPEAKER_09,1354.8,1355.28, speech
SPEAKER_09,1355.28,1355.58, and
SPEAKER_09,1355.58,1355.98, confidential
SPEAKER_09,1356.16,1356.4, sources
SPEAKER_09,1356.4,1356.86, when
SPEAKER_09,1356.86,1356.98, they
SPEAKER_09,1356.98,1357.14, have
SPEAKER_09,1357.14,1357.24, to
SPEAKER_09,1357.24,1357.52, defend
SPEAKER_09,1357.52,1357.9, themselves
SPEAKER_09,1358.0,1358.14, in
SPEAKER_09,1358.14,1358.58, court.
SPEAKER_09,1358.58,1358.94, Therefore
SPEAKER_09,1358.94,1359.2, we
SPEAKER_09,1359.2,1359.48, believe
SPEAKER_09,1359.48,1359.64, that
SPEAKER_09,1359.64,1360.02, silence
SPEAKER_09,1360.02,1360.46, is
SPEAKER_09,1360.46,1361.08, oppression.
SPEAKER_09,1361.1,1361.38, We
SPEAKER_09,1361.38,1362.12, oppose.
SPEAKER_03,1365.1,1370.36, The
SPEAKER_03,1370.36,1370.72, first
SPEAKER_03,1370.72,1371.52, opposition
SPEAKER_03,1371.52,1372.02, speaker
SPEAKER_03,1372.02,1372.46, spent
SPEAKER_03,1372.46,1372.76, 8
SPEAKER_03,1372.76,1373.08, minutes
SPEAKER_03,1373.08,1373.6, 14
SPEAKER_03,1373.6,1374.64, seconds.
SPEAKER_03,1376.22,1376.58, I
SPEAKER_03,1376.58,1376.8, thank
SPEAKER_03,1376.8,1376.92, the
SPEAKER_03,1376.92,1377.14, first
SPEAKER_03,1377.14,1377.58, opposition
SPEAKER_03,1377.58,1377.96, speaker
SPEAKER_03,1377.96,1378.26, for
SPEAKER_03,1378.26,1378.44, their
SPEAKER_03,1378.44,1379.08, speech.
SPEAKER_03,1380.28,1380.44, And
SPEAKER_03,1380.44,1380.7, now
SPEAKER_03,1380.7,1380.88, to
SPEAKER_03,1380.88,1381.16, continue
SPEAKER_03,1381.16,1381.34, the
SPEAKER_03,1381.34,1381.52, case
SPEAKER_03,1381.52,1381.68, for
SPEAKER_03,1381.68,1381.82, the
SPEAKER_03,1381.82,1382.66," proposition,"
SPEAKER_03,1382.66,1382.92, please
SPEAKER_03,1382.92,1383.4, welcome
SPEAKER_03,1383.4,1383.9, Edward
SPEAKER_03,1383.9,1384.64, Bracey.
SPEAKER_07,1387.66,1387.96, It
SPEAKER_07,1387.96,1388.1, is
SPEAKER_07,1388.1,1388.66, problematic
SPEAKER_07,1388.66,1388.92, for
SPEAKER_07,1388.92,1389.16, side
SPEAKER_07,1389.16,1389.56, opposition
SPEAKER_07,1389.56,1390.38, to
SPEAKER_07,1390.38,1390.66, stand
SPEAKER_07,1390.66,1390.84, up
SPEAKER_07,1390.84,1390.96, and
SPEAKER_07,1390.96,1391.28, simply
SPEAKER_07,1391.28,1391.8, deny
SPEAKER_07,1391.8,1392.28, the
SPEAKER_07,1392.28,1392.8, racist
SPEAKER_07,1392.8,1393.42, vitriol
SPEAKER_07,1393.42,1393.84, that
SPEAKER_07,1393.84,1393.96, is
SPEAKER_07,1393.96,1394.08, not
SPEAKER_07,1394.08,1394.34, only
SPEAKER_07,1394.34,1394.96, endemic
SPEAKER_07,1394.96,1395.38, when
SPEAKER_07,1395.38,1395.52, we
SPEAKER_07,1395.52,1395.7, look
SPEAKER_07,1395.7,1395.8, at
SPEAKER_07,1395.8,1396.16, actual
SPEAKER_07,1396.16,1396.58, examples
SPEAKER_07,1396.58,1396.82, of
SPEAKER_07,1396.82,1396.98, right
SPEAKER_07,1396.98,1397.12,-wing
SPEAKER_07,1397.12,1397.68, populists
SPEAKER_07,1397.68,1398.14, on
SPEAKER_07,1398.14,1398.22, the
SPEAKER_07,1398.22,1398.66," ground,"
SPEAKER_07,1398.9,1399.0, the
SPEAKER_07,1399.0,1399.16, Front
SPEAKER_07,1399.16,1399.44, National
SPEAKER_07,1399.44,1399.68, in
SPEAKER_07,1399.68,1400.68," France,"
SPEAKER_07,1400.68,1401.1, Trump
SPEAKER_07,1401.1,1401.36, in
SPEAKER_07,1401.36,1401.46, the
SPEAKER_07,1401.46,1401.64, United
SPEAKER_07,1401.64,1402.08," States,"
SPEAKER_07,1402.08,1402.4, Duterte
SPEAKER_07,1402.4,1403.0, in
SPEAKER_07,1403.0,1403.1, the
SPEAKER_07,1403.1,1403.88," Philippines,"
SPEAKER_07,1403.88,1404.02, Gert
SPEAKER_07,1404.02,1404.34, Wilders
SPEAKER_07,1404.34,1404.46, in
SPEAKER_07,1404.46,1404.54, the
SPEAKER_07,1404.54,1404.88," Netherlands,"
SPEAKER_07,1404.88,1404.94, the
SPEAKER_07,1404.94,1405.06, list
SPEAKER_07,1405.06,1405.24, goes
SPEAKER_07,1405.24,1405.58, on.
SPEAKER_07,1405.88,1405.94, But
SPEAKER_07,1405.94,1406.2, second
SPEAKER_07,1406.2,1406.36, of
SPEAKER_07,1406.36,1406.54," all,"
SPEAKER_07,1406.54,1406.64, when
SPEAKER_07,1406.64,1406.74, we
SPEAKER_07,1406.74,1406.9, give
SPEAKER_07,1406.9,1407.04, you
SPEAKER_07,1407.04,1407.46, three
SPEAKER_07,1407.46,1408.14, mechanisms
SPEAKER_07,1408.14,1408.38, in
SPEAKER_07,1408.38,1408.5, our
SPEAKER_07,1408.5,1408.72, first
SPEAKER_07,1408.72,1409.06, speech
SPEAKER_07,1409.06,1409.54, as
SPEAKER_07,1409.54,1409.68, to
SPEAKER_07,1409.68,1409.96, why
SPEAKER_07,1409.96,1410.2, this
SPEAKER_07,1410.2,1410.4, kind
SPEAKER_07,1410.4,1410.54, of
SPEAKER_07,1410.54,1410.84, racist
SPEAKER_07,1410.84,1411.42, vitriol
SPEAKER_07,1411.42,1411.88, is
SPEAKER_07,1411.88,1412.06, not
SPEAKER_07,1412.06,1412.44, only
SPEAKER_07,1412.44,1413.32," endemic,"
SPEAKER_07,1413.52,1413.58, and
SPEAKER_07,1413.58,1413.68, the
SPEAKER_07,1413.68,1413.92, result
SPEAKER_07,1413.92,1414.04, of
SPEAKER_07,1414.04,1414.12, the
SPEAKER_07,1414.12,1414.2, fact
SPEAKER_07,1414.2,1414.32, that
SPEAKER_07,1414.32,1414.32, you
SPEAKER_07,1414.32,1414.4, have
SPEAKER_07,1414.4,1414.52, a
SPEAKER_07,1414.52,1414.72, very
SPEAKER_07,1414.72,1415.14, wide
SPEAKER_07,1415.14,1415.32, but
SPEAKER_07,1415.32,1415.5, very
SPEAKER_07,1415.5,1415.86, shallow
SPEAKER_07,1415.86,1416.6," coalition,"
SPEAKER_07,1416.6,1416.96, but
SPEAKER_07,1416.96,1417.26, second
SPEAKER_07,1417.26,1417.42, of
SPEAKER_07,1417.42,1417.68," all,"
SPEAKER_07,1417.68,1417.94, is
SPEAKER_07,1417.94,1418.48, almost
SPEAKER_07,1418.48,1419.08, inevitably
SPEAKER_07,1419.08,1419.7, transferred
SPEAKER_07,1419.7,1420.28, to
SPEAKER_07,1420.28,1420.4, the
SPEAKER_07,1420.4,1420.86, minorities
SPEAKER_07,1420.86,1421.46, about
SPEAKER_07,1421.46,1421.7, whom
SPEAKER_07,1421.7,1422.18, it
SPEAKER_07,1422.18,1422.3, is
SPEAKER_07,1422.3,1422.72, made.
SPEAKER_07,1423.24,1423.48, That's
SPEAKER_07,1423.48,1423.58, not
SPEAKER_07,1423.58,1423.74, good
SPEAKER_07,1423.74,1424.02, enough
SPEAKER_07,1424.02,1424.26, from
SPEAKER_07,1424.26,1424.44, side
SPEAKER_07,1424.44,1424.76, opposition
SPEAKER_07,1424.76,1424.92, in
SPEAKER_07,1424.92,1425.0, this
SPEAKER_07,1425.0,1425.3, debate.
SPEAKER_07,1425.58,1425.72, I'm
SPEAKER_07,1425.72,1425.8, going
SPEAKER_07,1425.8,1425.84, to
SPEAKER_07,1425.84,1425.94, bring
SPEAKER_07,1425.94,1426.06, you
SPEAKER_07,1426.06,1426.16, an
SPEAKER_07,1426.16,1426.42, argument
SPEAKER_07,1426.42,1426.68, as
SPEAKER_07,1426.68,1426.78, to
SPEAKER_07,1426.78,1426.94, how
SPEAKER_07,1426.94,1427.22, right
SPEAKER_07,1427.22,1427.4,-wing
SPEAKER_07,1427.4,1427.94, populism
SPEAKER_07,1428.22,1428.64, constitutes
SPEAKER_07,1428.64,1428.94, a
SPEAKER_07,1428.94,1429.42, fundamental
SPEAKER_07,1429.42,1429.88, affront
SPEAKER_07,1429.88,1430.28, to
SPEAKER_07,1430.28,1430.6, democracy
SPEAKER_07,1430.68,1430.82, and
SPEAKER_07,1430.82,1430.9, the
SPEAKER_07,1430.9,1431.16, rights
SPEAKER_07,1431.16,1431.32, of
SPEAKER_07,1431.32,1431.74, everyone
SPEAKER_07,1431.74,1432.04, else
SPEAKER_07,1432.04,1432.16, in
SPEAKER_07,1432.16,1432.2, a
SPEAKER_07,1432.2,1432.56, democracy
SPEAKER_07,1432.56,1432.98, who
SPEAKER_07,1432.98,1433.1, does
SPEAKER_07,1433.1,1433.24, not
SPEAKER_07,1433.24,1433.42, vote
SPEAKER_07,1433.42,1433.56, for
SPEAKER_07,1433.56,1433.68, these
SPEAKER_07,1433.68,1434.02, people.
SPEAKER_07,1434.26,1434.4, But
SPEAKER_07,1434.4,1434.6, before
SPEAKER_07,1434.6,1435.08," that,"
SPEAKER_07,1435.08,1435.42, five
SPEAKER_07,1435.42,1435.68, pieces
SPEAKER_07,1435.68,1435.8, of
SPEAKER_07,1435.8,1436.26, rebuttal.
SPEAKER_07,1436.46,1436.58, The
SPEAKER_07,1436.58,1436.8, first
SPEAKER_07,1436.8,1436.94, thing
SPEAKER_07,1436.94,1437.06, they
SPEAKER_07,1437.06,1437.28, say
SPEAKER_07,1437.28,1437.48, is
SPEAKER_07,1437.48,1437.6, that
SPEAKER_07,1437.6,1438.08, minorities
SPEAKER_07,1438.08,1438.4, don't
SPEAKER_07,1438.4,1438.6, actually
SPEAKER_07,1438.6,1438.8, feel
SPEAKER_07,1438.8,1439.12, afraid.
SPEAKER_07,1439.14,1439.26, And
SPEAKER_07,1439.26,1439.32, the
SPEAKER_07,1439.32,1439.46, only
SPEAKER_07,1439.46,1439.72, evidence
SPEAKER_07,1439.72,1439.86, they
SPEAKER_07,1439.86,1440.08, give
SPEAKER_07,1440.08,1440.2, for
SPEAKER_07,1440.2,1440.32, this
SPEAKER_07,1440.32,1440.42, in
SPEAKER_07,1440.42,1440.5, their
SPEAKER_07,1440.5,1440.68, first
SPEAKER_07,1440.68,1440.9, speech
SPEAKER_07,1440.9,1441.2," is,"
SPEAKER_07,1441.32,1441.52," oh,"
SPEAKER_07,1441.52,1441.6, you
SPEAKER_07,1441.6,1441.74, have
SPEAKER_07,1441.74,1441.98, some
SPEAKER_07,1441.98,1442.32, African
SPEAKER_07,1442.32,1442.64,-American
SPEAKER_07,1442.64,1442.98, women
SPEAKER_07,1442.98,1443.86, retweeting
SPEAKER_07,1443.86,1444.22, anti
SPEAKER_07,1444.22,1444.58,-Trump
SPEAKER_07,1444.88,1445.46, tweets.
SPEAKER_07,1445.46,1445.7, Two
SPEAKER_07,1445.7,1446.36, responses.
SPEAKER_07,1446.36,1446.86," First,"
SPEAKER_07,1446.86,1447.1, they
SPEAKER_07,1447.1,1447.26, do
SPEAKER_07,1447.26,1447.42, not
SPEAKER_07,1447.42,1447.8, engage
SPEAKER_07,1447.8,1448.0, with
SPEAKER_07,1448.0,1448.18, the
SPEAKER_07,1448.18,1448.5, three
SPEAKER_07,1448.5,1448.9, lines
SPEAKER_07,1448.9,1449.1, we
SPEAKER_07,1449.1,1449.28, bring
SPEAKER_07,1449.28,1449.4, you
SPEAKER_07,1449.4,1449.5, in
SPEAKER_07,1449.5,1449.62, our
SPEAKER_07,1449.62,1449.82, first
SPEAKER_07,1450.08,1450.12, speech
SPEAKER_07,1450.12,1450.46, as
SPEAKER_07,1450.46,1450.54, to
SPEAKER_07,1450.54,1450.62, how
SPEAKER_07,1450.62,1450.72, it
SPEAKER_07,1450.72,1450.8, is
SPEAKER_07,1450.8,1451.02, actually
SPEAKER_07,1451.02,1451.38, horrific
SPEAKER_07,1451.38,1451.64, to
SPEAKER_07,1451.64,1451.84, have
SPEAKER_07,1451.84,1452.18, someone
SPEAKER_07,1452.18,1452.58, who
SPEAKER_07,1452.58,1452.72, is
SPEAKER_07,1452.72,1452.92, in
SPEAKER_07,1452.92,1453.06, their
SPEAKER_07,1453.06,1453.4, political
SPEAKER_07,1453.4,1453.84, incentives
SPEAKER_07,1453.84,1454.06, to
SPEAKER_07,1454.16,1454.28, stand
SPEAKER_07,1454.28,1454.42, up
SPEAKER_07,1454.42,1454.52, and
SPEAKER_07,1454.52,1454.72, say
SPEAKER_07,1454.72,1455.06, that
SPEAKER_07,1455.06,1455.14, you
SPEAKER_07,1455.14,1455.24, are
SPEAKER_07,1455.24,1455.34, a
SPEAKER_07,1455.34,1455.58, less
SPEAKER_07,1455.58,1456.0, valuable
SPEAKER_07,1456.0,1456.28, human
SPEAKER_07,1456.28,1456.58, being
SPEAKER_07,1456.58,1457.0, than
SPEAKER_07,1457.0,1457.24, someone
SPEAKER_07,1457.24,1457.62, else.
SPEAKER_07,1457.62,1457.94, But
SPEAKER_07,1457.94,1458.36, I
SPEAKER_07,1458.36,1458.84, challenge
SPEAKER_07,1458.92,1459.08, side
SPEAKER_07,1459.08,1459.38, opposition
SPEAKER_07,1459.38,1459.64, to
SPEAKER_07,1459.64,1459.86, tell
SPEAKER_07,1459.86,1460.02, the
SPEAKER_07,1460.02,1460.26, women
SPEAKER_07,1460.26,1460.4, who
SPEAKER_07,1460.4,1460.54, are
SPEAKER_07,1460.54,1460.88, raped
SPEAKER_07,1460.88,1461.26, by
SPEAKER_07,1461.26,1461.82, Duterte's
SPEAKER_07,1461.82,1462.06, army
SPEAKER_07,1462.06,1462.3, because
SPEAKER_07,1462.3,1462.44, he
SPEAKER_07,1462.44,1463.08, legitimizes
SPEAKER_07,1463.08,1463.6," that,"
SPEAKER_07,1463.8,1464.3," or,"
SPEAKER_07,1464.3,1464.38, for
SPEAKER_07,1464.38,1464.88," example,"
SPEAKER_07,1464.88,1465.0, the
SPEAKER_07,1465.0,1465.22, women
SPEAKER_07,1465.22,1465.42, who
SPEAKER_07,1465.74,1465.8, face
SPEAKER_07,1465.8,1466.28, race
SPEAKER_07,1466.28,1466.56,-based
SPEAKER_07,1466.56,1467.0, abuse
SPEAKER_07,1467.0,1467.2, in
SPEAKER_07,1467.2,1467.26, the
SPEAKER_07,1467.26,1467.5, United
SPEAKER_07,1467.5,1467.88, States
SPEAKER_07,1467.88,1468.16, as
SPEAKER_07,1468.16,1468.28, a
SPEAKER_07,1468.28,1468.68, direct
SPEAKER_07,1468.68,1469.22, response
SPEAKER_07,1469.22,1469.74, of
SPEAKER_07,1469.74,1470.2, Trump's
SPEAKER_07,1470.2,1470.66," rights,"
SPEAKER_07,1470.66,1470.9, the
SPEAKER_07,1470.9,1471.4, Mexicans
SPEAKER_07,1471.54,1471.56, who
SPEAKER_07,1471.56,1471.7, are
SPEAKER_07,1471.7,1472.02, beaten
SPEAKER_07,1472.02,1472.4, up
SPEAKER_07,1472.4,1472.86, after
SPEAKER_07,1472.86,1473.44, Trump
SPEAKER_07,1473.44,1474.02," rallies,"
SPEAKER_07,1474.02,1474.32, that
SPEAKER_07,1474.32,1474.58, they
SPEAKER_07,1474.58,1474.88, shouldn't
SPEAKER_07,1474.88,1474.98, be
SPEAKER_07,1474.98,1475.32, afraid
SPEAKER_07,1475.32,1475.74, in
SPEAKER_07,1475.74,1475.88, any
SPEAKER_07,1475.88,1476.18, meaningful
SPEAKER_07,1476.18,1476.52, sense
SPEAKER_07,1476.52,1476.9, of
SPEAKER_07,1476.98,1477.0, the
SPEAKER_07,1477.0,1477.4, word.
SPEAKER_07,1477.4,1477.74, Second
SPEAKER_07,1477.74,1477.92, thing
SPEAKER_07,1477.92,1478.06, they
SPEAKER_07,1478.06,1478.26, bring
SPEAKER_07,1478.26,1478.44, us
SPEAKER_07,1478.44,1478.64, is
SPEAKER_07,1478.64,1478.76, that
SPEAKER_07,1478.76,1479.2, these
SPEAKER_07,1479.2,1479.36, are
SPEAKER_07,1479.36,1479.76, voicing
SPEAKER_07,1479.76,1480.3, concerns
SPEAKER_07,1480.3,1480.72, that
SPEAKER_07,1480.72,1480.82, would
SPEAKER_07,1480.82,1481.08, otherwise
SPEAKER_07,1481.08,1481.3, be
SPEAKER_07,1481.44,1482.04, avoided.
SPEAKER_07,1482.04,1482.14, Four
SPEAKER_07,1482.14,1482.6, responses
SPEAKER_07,1482.6,1483.0, here.
SPEAKER_07,1483.0,1483.56," First,"
SPEAKER_07,1483.56,1484.02, they
SPEAKER_07,1484.02,1484.56, concede
SPEAKER_07,1484.56,1484.74, in
SPEAKER_07,1484.74,1484.82, their
SPEAKER_07,1484.82,1485.04, very
SPEAKER_07,1485.72,1486.36, characterization
SPEAKER_07,1485.72,1485.72, generic
SPEAKER_07,1486.36,1487.04, of
SPEAKER_07,1487.04,1487.28, freedom
SPEAKER_07,1487.28,1487.44, of
SPEAKER_07,1487.44,1487.82, speech
SPEAKER_07,1487.82,1488.42," that,"
SPEAKER_07,1488.42,1488.74, and
SPEAKER_07,1488.74,1488.9, when
SPEAKER_07,1488.9,1489.08, they
SPEAKER_07,1489.08,1489.38, stand
SPEAKER_07,1489.38,1489.48, up
SPEAKER_07,1489.48,1489.58, and
SPEAKER_07,1489.58,1489.7, say
SPEAKER_07,1489.7,1489.82, we
SPEAKER_07,1489.82,1490.06, support
SPEAKER_07,1490.16,1490.2, things
SPEAKER_07,1490.2,1490.36, like
SPEAKER_07,1490.36,1490.52, hate
